0.000000000,0.000000000,1.999999581
0.000000000,0.000843170,0.999999581
0.000000000,0.059021922,0.999212249
0.001126126,0.059021922,0.999146605
0.001126126,0.062394604,0.998980588
0.003378378,0.062394604,0.998912455
0.003378378,0.064080944,0.998842325
0.004504505,0.064080944,0.998783586
0.004504505,0.067453626,0.998322165
0.005630631,0.067453626,0.998316408
0.005630631,0.069139966,0.998083848
0.010135135,0.069139966,0.997632000
0.010135135,0.070826307,0.997264817
0.012387387,0.070826307,0.996854704
0.012387387,0.073355818,0.996291137
0.013513514,0.073355818,0.996196558
0.013513514,0.075042159,0.995887605
0.016891892,0.075042159,0.995413896
0.016891892,0.077571669,0.994895777
0.020270270,0.077571669,0.994408776
0.020270270,0.078414840,0.994308963
0.022522523,0.078414840,0.993929171
0.022522523,0.079258010,0.993523026
0.024774775,0.079258010,0.993262852
0.024774775,0.080944351,0.993077981
0.030405405,0.080944351,0.991440112
0.030405405,0.081787521,0.990559582
0.037162162,0.081787521,0.988570595
0.037162162,0.082630691,0.988423663
0.060810811,0.082630691,0.981873548
0.060810811,0.083473862,0.981813653
0.065315315,0.083473862,0.981105039
0.065315315,0.084317032,0.980752136
0.066441441,0.084317032,0.980630112
0.066441441,0.085160202,0.980423913
0.067567568,0.085160202,0.979583972
0.067567568,0.086003373,0.979451013
0.101351351,0.086003373,0.965029995
0.101351351,0.086846543,0.964155594
0.103603604,0.086846543,0.962624779
0.103603604,0.087689713,0.961569772
0.105855856,0.087689713,0.960684430
0.105855856,0.088532884,0.960290490
0.114864865,0.088532884,0.957253889
0.114864865,0.089376054,0.955915789
0.127252252,0.089376054,0.949672216
0.127252252,0.090219224,0.948672929
0.193693694,0.090219224,0.916280413
0.193693694,0.091062395,0.916228053
0.273648649,0.091062395,0.871044523
0.273648649,0.091905565,0.871003169
0.333333333,0.091905565,0.840290723
0.333333333,0.092748735,0.839754498
0.389639640,0.092748735,0.811804925
0.389639640,0.093591906,0.810227844
0.466216216,0.093591906,0.760334516
0.466216216,0.094435076,0.760317907
0.540540541,0.094435076,0.708723023
0.540540541,0.095278246,0.708185373
0.775900901,0.095278246,0.573288725
0.775900901,0.096121417,0.572253385
1.971846847,0.096121417,0.185570033
1.971846847,0.096964587,0.185546719
1.975225225,0.096964587,0.185076453
1.975225225,0.097807757,0.184897581
2.141891892,0.097807757,0.162267765
2.141891892,0.098650927,0.162010697
3.305180180,0.098650927,0.071503109
3.305180180,0.099494098,0.071485097
4.091216216,0.099494098,0.047427692
