FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
1.846647165,0.096023053,0.070159860,0.123539232
1.847434743,0.096027501,0.070159860,0.123539232
1.848222322,0.096030772,0.070159860,0.123539232
1.849009901,0.096030772,0.070159860,0.123539232
1.849797480,0.096031629,0.070159860,0.123539232
1.850585059,0.096035071,0.070159860,0.123539232
1.851372637,0.096038409,0.070159860,0.123539232
1.852160216,0.096038409,0.070159860,0.123539232
1.852947795,0.096038409,0.070159860,0.123539232
1.853735374,0.096040912,0.070159860,0.123539232
1.854522952,0.096040912,0.070159860,0.123539232
1.855310531,0.096045002,0.070159860,0.123539232
1.856098110,0.096047513,0.070159860,0.123539232
1.856885689,0.096047513,0.070159860,0.123539232
1.857673267,0.096048400,0.070159860,0.123539232
1.858460846,0.096049301,0.070159860,0.123539232
1.859248425,0.096051864,0.070159860,0.123539232
1.860036004,0.096051864,0.070159860,0.123539232
1.860823582,0.096054249,0.070159860,0.123539232
1.861611161,0.096062042,0.070159860,0.123539232
1.862398740,0.096062042,0.070159860,0.123539232
1.863186319,0.096065462,0.070159860,0.123539232
1.863973897,0.096071236,0.070159860,0.123539232
1.864761476,0.096071236,0.070159860,0.123539232
1.865549055,0.096075639,0.070159860,0.123539232
1.866336634,0.096081682,0.070159860,0.123539232
1.867124212,0.096085116,0.070159860,0.123539232
1.867911791,0.096085116,0.070159860,0.123539232
1.868699370,0.096092790,0.070159860,0.123539232
1.869486949,0.096096024,0.070159860,0.123539232
1.870274527,0.096096024,0.070159860,0.123539232
1.871062106,0.096101165,0.070159860,0.123539232
1.871849685,0.096103646,0.070159860,0.123539232
1.872637264,0.096103646,0.070159860,0.123539232
1.873424842,0.096106142,0.070159860,0.123539232
1.874212421,0.096109629,0.070159860,0.123539232
1.875000000,0.096113026,0.070159860,0.123539232
1.875787579,0.096113026,0.070159860,0.123539232
1.876575158,0.096117310,0.070159860,0.123539232
1.877362736,0.096123993,0.070159860,0.123539232
1.878150315,0.096123993,0.070159860,0.123539232
1.878937894,0.096130885,0.070159860,0.123539232
1.879725473,0.096135892,0.070159860,0.123539232
1.880513051,0.096135892,0.070159860,0.123539232
1.881300630,0.096140154,0.070159860,0.123539232
1.882088209,0.096145175,0.070159860,0.123539232
1.882875788,0.096145175,0.070159860,0.123539232
1.883663366,0.096151128,0.070159860,0.123539232
1.884450945,0.096154541,0.070159860,0.123539232
1.885238524,0.096160538,0.070159860,0.123539232
1.886026103,0.096160538,0.070159860,0.123539232
1.886813681,0.096166410,0.070159860,0.123539232
1.887601260,0.096167319,0.070159860,0.123539232
1.888388839,0.096167319,0.070159860,0.123539232
1.889176418,0.096178651,0.070159860,0.123539232
1.889963996,0.096179523,0.070159860,0.123539232
1.890751575,0.096179523,0.070159860,0.123539232
1.891539154,0.096185416,0.070159860,0.123539232
1.892326733,0.096188784,0.070159860,0.123539232
1.893114311,0.096200742,0.070159860,0.123539232
1.893901890,0.096200742,0.070159860,0.123539232
1.894689469,0.096200742,0.070159860,0.123539232
1.895477048,0.096208587,0.070159860,0.123539232
1.896264626,0.096208587,0.070159860,0.123539232
1.897052205,0.096215338,0.070159860,0.123539232
1.897839784,0.096220411,0.070159860,0.123539232
1.898627363,0.096220411,0.070159860,0.123539232
1.899414941,0.096225433,0.070159860,0.123539232
1.900202520,0.096227080,0.070159860,0.123539232
1.900990099,0.096237473,0.070159860,0.123539232
1.901777678,0.096237473,0.070159860,0.123539232
1.902565257,0.096237473,0.070159860,0.123539232
1.903352835,0.096238315,0.070159860,0.123539232
1.904140414,0.096238315,0.070159860,0.123539232
1.904927993,0.096240982,0.070159860,0.123539232
1.905715572,0.096246794,0.070159860,0.123539232
1.906503150,0.096246794,0.070159860,0.123539232
1.907290729,0.096256249,0.070159860,0.123539232
1.908078308,0.096261404,0.070159860,0.123539232
1.908865887,0.096274167,0.070159860,0.123539232
1.909653465,0.096274167,0.070159860,0.123539232
1.910441044,0.096279316,0.070159860,0.123539232
1.911228623,0.096284345,0.070159860,0.123539232
1.912016202,0.096284345,0.070159860,0.123539232
1.912803780,0.096286058,0.070159860,0.123539232
1.913591359,0.096286908,0.070159860,0.123539232
1.914378938,0.096286908,0.070159860,0.123539232
1.915166517,0.096292749,0.070159860,0.123539232
1.915954095,0.096295260,0.070159860,0.123539232
1.916741674,0.096297711,0.070159860,0.123539232
1.917529253,0.096297711,0.070159860,0.123539232
1.918316832,0.096305251,0.070159860,0.123539232
1.919104410,0.096307784,0.070159860,0.123539232
1.919891989,0.096307784,0.070159860,0.123539232
1.920679568,0.096312039,0.070159860,0.123539232
1.921467147,0.096318759,0.070159860,0.123539232
1.922254725,0.096318759,0.070159860,0.123539232
1.923042304,0.096320406,0.070159860,0.123539232
1.923829883,0.096322879,0.070159860,0.123539232
1.924617462,0.096322879,0.070159860,0.123539232
1.925405041,0.096322879,0.070159860,0.123539232
1.926192619,0.096330546,0.070159860,0.123539232
1.926980198,0.096337132,0.070159860,0.123539232
1.927767777,0.096337132,0.070159860,0.123539232
1.928555356,0.096344925,0.070247933,0.123539232
1.929342934,0.096347459,0.070247933,0.123539232
1.930130513,0.096347459,0.070247933,0.123539232
1.930918092,0.096350782,0.070247933,0.123539232
1.931705671,0.096355878,0.070247933,0.123539232
1.932493249,0.096360207,0.070247933,0.123539232
1.933280828,0.096360207,0.070247933,0.123539232
1.934068407,0.096370332,0.070247933,0.123539232
1.934855986,0.096372776,0.070247933,0.123539232
1.935643564,0.096372776,0.070247933,0.123539232
1.936431143,0.096375369,0.070247933,0.123539232
1.937218722,0.096383102,0.070247933,0.123539232
1.938006301,0.096383102,0.070247933,0.123539232
1.938793879,0.096384838,0.070247933,0.123539232
1.939581458,0.096395090,0.070247933,0.123539232
1.940369037,0.096404478,0.070247933,0.123539232
1.941156616,0.096404478,0.070247933,0.123539232
1.941944194,0.096407950,0.070247933,0.123539232
1.942731773,0.096410632,0.070247933,0.123539232
1.943519352,0.096410632,0.070247933,0.123539232
1.944306931,0.096411534,0.070247933,0.123539232
1.945094509,0.096419133,0.070247933,0.123539232
1.945882088,0.096419133,0.070247933,0.123539232
1.946669667,0.096424304,0.070247933,0.123539232
1.947457246,0.096426904,0.070247933,0.123539232
1.948244824,0.096438073,0.070247933,0.123539232
1.949032403,0.096438073,0.070247933,0.123539232
1.949819982,0.096444823,0.070247933,0.123539232
1.950607561,0.096448921,0.070247933,0.123539232
1.951395140,0.096448921,0.070247933,0.123539232
1.952182718,0.096452422,0.070247933,0.123539232
1.952970297,0.096459031,0.070247933,0.123539232
1.953757876,0.096459031,0.070247933,0.123539232
1.954545455,0.096462280,0.070247933,0.123539232
1.955333033,0.096464768,0.070247933,0.123539232
1.956120612,0.096467242,0.070247933,0.123539232
1.956908191,0.096467242,0.070247933,0.123539232
1.957695770,0.096473992,0.070247933,0.123539232
1.958483348,0.096476562,0.070247933,0.123539232
1.959270927,0.096476562,0.070247933,0.123539232
1.960058506,0.096479952,0.070247933,0.123539232
1.960846085,0.096483409,0.070247933,0.123539232
1.961633663,0.096483409,0.070247933,0.123539232
1.962421242,0.096487492,0.070247933,0.123539232
1.963208821,0.096490808,0.070247933,0.123539232
1.963996400,0.096499301,0.070247933,0.123539232
1.964783978,0.096499301,0.070247933,0.123539232
1.965571557,0.096501060,0.070247933,0.123539232
1.966359136,0.096506253,0.070247933,0.123539232
1.967146715,0.096506253,0.070247933,0.123539232
1.967934293,0.096508734,0.070247933,0.123539232
1.968721872,0.096509598,0.070247933,0.123539232
1.969509451,0.096509598,0.070247933,0.123539232
1.970297030,0.096514568,0.070247933,0.123539232
1.971084608,0.096518032,0.070247933,0.123539232
1.971872187,0.096521392,0.070247933,0.123539232
1.972659766,0.096521392,0.070247933,0.123539232
1.973447345,0.096523054,0.070247933,0.123539232
1.974234923,0.096528932,0.070247933,0.123539232
1.975022502,0.096528932,0.070247933,0.123539232
1.975810081,0.096537523,0.070247933,0.123539232
1.976597660,0.096543275,0.070247933,0.123539232
1.977385239,0.096543275,0.070247933,0.123539232
1.978172817,0.096543275,0.070247933,0.123539232
1.978960396,0.096547350,0.070247933,0.123539232
1.979747975,0.096549883,0.070247933,0.123539232
1.980535554,0.096549883,0.070247933,0.123539232
1.981323132,0.096555881,0.070247933,0.123539232
1.982110711,0.096562780,0.070247933,0.123539232
1.982898290,0.096562780,0.070247933,0.123539232
1.983685869,0.096571878,0.070247933,0.123539232
1.984473447,0.096576996,0.070247933,0.123539232
1.985261026,0.096576996,0.070247933,0.123539232
1.986048605,0.096577756,0.070247933,0.123539232
1.986836184,0.096580446,0.070247933,0.123539232
1.987623762,0.096588850,0.070247933,0.123539232
1.988411341,0.096588850,0.070247933,0.123539232
1.989198920,0.096591324,0.070247933,0.123539232
1.989986499,0.096593000,0.070247933,0.123539232
1.990774077,0.096593000,0.070247933,0.123539232
1.991561656,0.096598141,0.070247933,0.123539232
1.992349235,0.096603304,0.070247933,0.123539232
1.993136814,0.096603304,0.070247933,0.123539232
1.993924392,0.096605018,0.070247933,0.123539232
1.994711971,0.096610002,0.070247933,0.123539232
1.995499550,0.096618451,0.070247933,0.123539232
1.996287129,0.096618451,0.070247933,0.123539232
1.997074707,0.096618451,0.070247933,0.123539232
1.997862286,0.096622661,0.070247933,0.123539232
1.998649865,0.096622661,0.070247933,0.123539232
1.999437444,0.096622661,0.070247933,0.123539232
2.000225023,0.096630313,0.070247933,0.123539232
2.001012601,0.096630313,0.070247933,0.123539232
2.001800180,0.096635558,0.070247933,0.123539232
2.002587759,0.096641503,0.070247933,0.123539232
2.003375338,0.096641503,0.070247933,0.123539232
2.004162916,0.096647300,0.070247933,0.123539232
2.004950495,0.096651383,0.070247933,0.123539232
2.005738074,0.096655756,0.070247933,0.123539232
2.006525653,0.096655756,0.070247933,0.123539232
2.007313231,0.096661761,0.070247933,0.123539232
2.008100810,0.096665926,0.070247933,0.123539232
2.008888389,0.096665926,0.070247933,0.123539232
2.009675968,0.096668482,0.070247933,0.123539232
2.010463546,0.096669316,0.070247933,0.123539232
2.011251125,0.096669316,0.070247933,0.123539232
2.012038704,0.096671842,0.070247933,0.123539232
2.012826283,0.096671842,0.070247933,0.123539232
2.013613861,0.096675172,0.070247933,0.123539232
2.014401440,0.096675172,0.070247933,0.123539232
2.015189019,0.096679382,0.070247933,0.123539232
2.015976598,0.096685238,0.070247933,0.123616233
2.016764176,0.096685238,0.070247933,0.123616233
2.017551755,0.096694261,0.070247933,0.123616233
2.018339334,0.096695960,0.070247933,0.123616233
2.019126913,0.096695960,0.070247933,0.123616233
2.019914491,0.096701831,0.070247933,0.123616233
2.020702070,0.096704274,0.070247933,0.123616233
2.021489649,0.096709885,0.070247933,0.123616233
2.022277228,0.096709885,0.070247933,0.123616233
2.023064806,0.096715838,0.070247933,0.123616233
2.023852385,0.096720032,0.070247933,0.123616233
2.024639964,0.096720032,0.070247933,0.123616233
2.025427543,0.096726902,0.070247933,0.123616233
2.026215122,0.096732125,0.070247933,0.123616233
2.027002700,0.096732125,0.070247933,0.123616233
2.027790279,0.096736386,0.070247933,0.123616233
2.028577858,0.096740678,0.070247933,0.123616233
2.029365437,0.096747465,0.070279427,0.123616233
2.030153015,0.096747465,0.070279427,0.123616233
2.030940594,0.096752673,0.070279427,0.123616233
2.031728173,0.096754365,0.070279427,0.123616233
2.032515752,0.096754365,0.070279427,0.123616233
2.033303330,0.096758701,0.070279427,0.123616233
2.034090909,0.096760504,0.070279427,0.123616233
2.034878488,0.096760504,0.070279427,0.123616233
2.035666067,0.096766487,0.070279427,0.123616233
2.036453645,0.096772507,0.070279427,0.123616233
2.037241224,0.096777879,0.070279427,0.123616233
2.038028803,0.096777879,0.070279427,0.123616233
2.038816382,0.096783936,0.070279427,0.123616233
2.039603960,0.096787311,0.070279427,0.123616233
2.040391539,0.096787311,0.070279427,0.123616233
2.041179118,0.096789747,0.070279427,0.123616233
2.041966697,0.096793994,0.070279427,0.123616233
2.042754275,0.096793994,0.070279427,0.123616233
2.043541854,0.096796416,0.070279427,0.123616233
2.044329433,0.096798129,0.070279427,0.123616233
2.045117012,0.096798129,0.070279427,0.123616233
2.045904590,0.096798129,0.070279427,0.123616233
2.046692169,0.096803106,0.070279427,0.123616233
2.047479748,0.096804768,0.070279427,0.123616233
2.048267327,0.096804768,0.070279427,0.123616233
2.049054905,0.096808977,0.070279427,0.123616233
2.049842484,0.096813127,0.070279427,0.123616233
2.050630063,0.096813127,0.070279427,0.123616233
2.051417642,0.096814863,0.070279427,0.123616233
2.052205221,0.096822359,0.070279427,0.123616233
2.052992799,0.096826553,0.070279427,0.123616233
2.053780378,0.096826553,0.070279427,0.123616233
2.054567957,0.096830755,0.070279427,0.123616233
2.055355536,0.096834183,0.070279427,0.123616233
2.056143114,0.096834183,0.070279427,0.123616233
2.056930693,0.096840128,0.070279427,0.123616233
2.057718272,0.096845202,0.070279427,0.123616233
2.058505851,0.096845202,0.070279427,0.123616233
2.059293429,0.096847668,0.070279427,0.123616233
2.060081008,0.096850172,0.070279427,0.123616233
2.060868587,0.096854299,0.070279427,0.123616233
2.061656166,0.096854299,0.070279427,0.123616233
2.062443744,0.096859396,0.070279427,0.123616233
2.063231323,0.096865416,0.070279427,0.123616233
2.064018902,0.096865416,0.070279427,0.123616233
2.064806481,0.096868090,0.070279427,0.123616233
2.065594059,0.096871629,0.070279427,0.123616233
2.066381638,0.096871629,0.070279427,0.123616233
2.067169217,0.096873291,0.070279427,0.123616233
2.067956796,0.096880145,0.070279427,0.123616233
2.068744374,0.096881814,0.070279427,0.123616233
2.069531953,0.096881814,0.070279427,0.123616233
2.070319532,0.096884355,0.070279427,0.123616233
2.071107111,0.096885957,0.070279427,0.123616233
2.071894689,0.096885957,0.070279427,0.123616233
2.072682268,0.096896850,0.070279427,0.123616233
2.073469847,0.096905991,0.070279427,0.123616233
2.074257426,0.096905991,0.070279427,0.123616233
2.075045005,0.096911043,0.070279427,0.123616233
2.075832583,0.096915148,0.070279427,0.123616233
2.076620162,0.096917614,0.070279427,0.123616233
2.077407741,0.096917614,0.070279427,0.123616233
2.078195320,0.096920975,0.070279427,0.123616233
2.078982898,0.096922643,0.070279427,0.123616233
2.079770477,0.096922643,0.070279427,0.123616233
2.080558056,0.096929140,0.070279427,0.123616233
2.081345635,0.096933380,0.070279427,0.123616233
2.082133213,0.096933380,0.070279427,0.123616233
2.082920792,0.096935093,0.070279427,0.123616233
2.083708371,0.096937701,0.070279427,0.123616233
2.084495950,0.096946053,0.070279427,0.123616233
2.085283528,0.096946053,0.070279427,0.123616233
2.086071107,0.096951097,0.070279427,0.123616233
2.086858686,0.096957140,0.070279427,0.123616233
2.087646265,0.096957140,0.070279427,0.123616233
2.088433843,0.096959665,0.070279427,0.123616233
2.089221422,0.096962273,0.070279427,0.123616233
2.090009001,0.096962273,0.070279427,0.123616233
2.090796580,0.096963987,0.070279427,0.123616233
2.091584158,0.096971415,0.070279427,0.123616233
2.092371737,0.096978240,0.070279427,0.123616233
2.093159316,0.096978240,0.070279427,0.123616233
2.093946895,0.096982457,0.070279427,0.123616233
2.094734473,0.096987501,0.070279427,0.123616233
2.095522052,0.096987501,0.070279427,0.123616233
2.096309631,0.096992567,0.070279427,0.123616233
2.097097210,0.096996643,0.070279427,0.123616233
2.097884788,0.096996643,0.070279427,0.123616233
2.098672367,0.096998245,0.070279427,0.123616233
2.099459946,0.097002469,0.070279427,0.123616233
2.100247525,0.097011067,0.070279427,0.123616233
2.101035104,0.097011067,0.070279427,0.123616233
2.101822682,0.097018175,0.070279427,0.123616233
2.102610261,0.097021677,0.070279427,0.123616233
2.103397840,0.097021677,0.070279427,0.123616233
2.104185419,0.097029172,0.070279427,0.123616233
2.104972997,0.097033396,0.070279427,0.123616233
2.105760576,0.097033396,0.070279427,0.123616233
2.106548155,0.097036771,0.070279427,0.123616233
2.107335734,0.097046934,0.070279427,0.123616233
2.108123312,0.097048618,0.070279427,0.123616233
2.108910891,0.097048618,0.070279427,0.123616233
2.109698470,0.097057931,0.070279427,0.123616233
2.110486049,0.097062238,0.070279427,0.123616233
2.111273627,0.097062238,0.070279427,0.123616233
2.112061206,0.097073957,0.070279427,0.123616233
2.112848785,0.097077340,0.070279427,0.123616233
2.113636364,0.097077340,0.070279427,0.123616233
2.114423942,0.097079955,0.070279427,0.123616233
2.115211521,0.097087547,0.070279427,0.123616233
2.115999100,0.097088456,0.070279427,0.123616233
2.116786679,0.097088456,0.070279427,0.123616233
2.117574257,0.097093321,0.070279427,0.123616233
2.118361836,0.097098343,0.070279427,0.123616233
2.119149415,0.097098343,0.070279427,0.123616233
2.119936994,0.097099178,0.070279427,0.123616233
2.120724572,0.097101741,0.070279427,0.123616233
2.121512151,0.097101741,0.070279427,0.123616233
2.122299730,0.097102530,0.070279427,0.123616233
2.123087309,0.097106829,0.070279427,0.123616233
2.123874887,0.097108491,0.070279427,0.123616233
2.124662466,0.097108491,0.070279427,0.123616233
2.125450045,0.097113639,0.070279427,0.123616233
2.126237624,0.097119443,0.070279427,0.123616233
2.127025203,0.097119443,0.070279427,0.123616233
2.127812781,0.097123817,0.070279427,0.123616233
2.128600360,0.097125404,0.070279427,0.123616233
2.129387939,0.097125404,0.070279427,0.123616233
2.130175518,0.097127073,0.070279427,0.123616233
2.130963096,0.097130485,0.070434071,0.123616233
2.131750675,0.097130485,0.070434071,0.123616233
2.132538254,0.097131357,0.070434071,0.123616233
2.133325833,0.097135529,0.070434071,0.123616233
2.134113411,0.097137988,0.070434071,0.123616233
2.134900990,0.097137988,0.070434071,0.123616233
2.135688569,0.097139664,0.070434071,0.123616233
2.136476148,0.097151272,0.070434071,0.123616233
2.137263726,0.097151272,0.070434071,0.123616233
2.138051305,0.097152114,0.070434071,0.123616233
2.138838884,0.097155347,0.070434071,0.123616233
2.139626463,0.097155347,0.070434071,0.123616233
2.140414041,0.097163789,0.070434071,0.123616233
2.141201620,0.097173281,0.070434071,0.123616233
2.141989199,0.097175770,0.070434071,0.123616233
2.142776778,0.097175770,0.070434071,0.123616233
2.143564356,0.097176589,0.070434071,0.123616233
2.144351935,0.097179130,0.070434071,0.123616233
2.145139514,0.097179130,0.070434071,0.123616233
2.145927093,0.097180039,0.070434071,0.123616233
2.146714671,0.097181730,0.070434071,0.123616233
2.147502250,0.097181730,0.070434071,0.123616233
2.148289829,0.097184174,0.070434071,0.123616233
2.149077408,0.097186804,0.070434071,0.123616233
2.149864986,0.097188480,0.070434071,0.123616233
2.150652565,0.097188480,0.070434071,0.123616233
2.151440144,0.097191773,0.070434071,0.123616233
2.152227723,0.097196989,0.070434071,0.123616233
2.153015302,0.097196989,0.070434071,0.123616233
2.153802880,0.097197801,0.070434071,0.123616233
2.154590459,0.097199477,0.070434071,0.123633303
2.155378038,0.097199477,0.070434071,0.123633303
2.156165617,0.097207434,0.070434071,0.123633303
2.156953195,0.097209208,0.070434071,0.123633303
2.157740774,0.097210094,0.070434071,0.123633303
2.158528353,0.097210094,0.070434071,0.123633303
2.159315932,0.097213410,0.070434071,0.123633303
2.160103510,0.097216904,0.070434071,0.123633303
2.160891089,0.097216904,0.070434071,0.123633303
2.161678668,0.097219393,0.070434071,0.123633303
2.162466247,0.097225778,0.070434071,0.123633303
2.163253825,0.097225778,0.070434071,0.123633303
2.164041404,0.097229950,0.070434071,0.123633303
2.164828983,0.097232446,0.070434071,0.123633303
2.165616562,0.097235091,0.070434071,0.123633303
2.166404140,0.097235091,0.070434071,0.123633303
2.167191719,0.097240113,0.070434071,0.123633303
2.167979298,0.097245239,0.070434071,0.123633303
2.168766877,0.097245239,0.070434071,0.123633303
2.169554455,0.097247727,0.070434071,0.123633303
2.170342034,0.097261116,0.070434071,0.123633303
2.171129613,0.097261116,0.070434071,0.123633303
2.171917192,0.097266108,0.070434071,0.123633303
2.172704770,0.097268693,0.070434071,0.123633303
2.173492349,0.097275570,0.070434071,0.123633303
2.174279928,0.097275570,0.070434071,0.123633303
2.175067507,0.097278073,0.070434071,0.123633303
2.175855086,0.097281426,0.070434071,0.123633303
2.176642664,0.097281426,0.070434071,0.123633303
2.177430243,0.097283185,0.070434071,0.123633303
2.178217822,0.097285718,0.070434071,0.123633303
2.179005401,0.097285718,0.070434071,0.123633303
2.179792979,0.097286589,0.070434071,0.123633303
2.180580558,0.097288221,0.070434071,0.123633303
2.181368137,0.097291492,0.070434071,0.123633303
2.182155716,0.097291492,0.070434071,0.123633303
2.182943294,0.097292356,0.070434071,0.123633303
2.183730873,0.097293153,0.070434071,0.123633303
2.184518452,0.097293153,0.070434071,0.123633303
2.185306031,0.097297303,0.070434071,0.123633303
2.186093609,0.097299859,0.070434071,0.123633303
2.186881188,0.097299859,0.070434071,0.123633303
2.187668767,0.097300716,0.070434071,0.123633303
2.188456346,0.097304001,0.070434071,0.123633303
2.189243924,0.097308196,0.070434071,0.123633303
2.190031503,0.097308196,0.070434071,0.123633303
2.190819082,0.097311564,0.070434071,0.123633303
2.191606661,0.097319968,0.070434071,0.123633303
2.192394239,0.097319968,0.070434071,0.123633303
2.193181818,0.097321719,0.070434071,0.123633303
2.193969397,0.097325042,0.070434071,0.123633303
2.194756976,0.097325042,0.070434071,0.123633303
2.195544554,0.097325042,0.070434071,0.123633303
2.196332133,0.097331055,0.070434071,0.123633303
2.197119712,0.097333767,0.070434071,0.123633303
2.197907291,0.097333767,0.070434071,0.123633303
2.198694869,0.097340442,0.070434071,0.123633303
2.199482448,0.097343698,0.070434071,0.123633303
2.200270027,0.097343698,0.070434071,0.123633303
2.201057606,0.097344525,0.070434071,0.123633303
2.201845185,0.097346112,0.070434071,0.123633303
2.202632763,0.097346112,0.070434071,0.123633303
2.203420342,0.097346984,0.070434071,0.123633303
2.204207921,0.097346984,0.070434071,0.123633303
2.204995500,0.097349383,0.070434071,0.123633303
2.205783078,0.097349383,0.070434071,0.123633303
2.206570657,0.097349383,0.070434071,0.123633303
2.207358236,0.097349383,0.070434071,0.123633303
2.208145815,0.097349383,0.070434071,0.123633303
2.208933393,0.097351849,0.070434071,0.123633303
2.209720972,0.097356886,0.070434071,0.123633303
2.210508551,0.097356886,0.070434071,0.123633303
2.211296130,0.097356886,0.070434071,0.123633303
2.212083708,0.097365506,0.070434071,0.123633303
2.212871287,0.097367108,0.070434071,0.123633303
2.213658866,0.097367108,0.070434071,0.123633303
2.214446445,0.097370528,0.070434071,0.123633303
2.215234023,0.097371414,0.070434071,0.123633303
2.216021602,0.097371414,0.070434071,0.123633303
2.216809181,0.097377270,0.070434071,0.123633303
2.217596760,0.097378135,0.070434071,0.123633303
2.218384338,0.097378135,0.070434071,0.123633303
2.219171917,0.097379014,0.070434071,0.123633303
2.219959496,0.097383320,0.070434071,0.123633303
2.220747075,0.097386673,0.070434071,0.123633303
2.221534653,0.097386673,0.070434071,0.123633303
2.222322232,0.097389162,0.070434071,0.123633303
2.223109811,0.097393475,0.070434071,0.123633303
2.223897390,0.097393475,0.070434071,0.123633303
2.224684968,0.097396865,0.070434071,0.123633303
2.225472547,0.097397670,0.070434071,0.123633303
2.226260126,0.097397670,0.070434071,0.123633303
2.227047705,0.097401068,0.070434071,0.123633303
2.227835284,0.097411335,0.070434071,0.123655915
2.228622862,0.097412243,0.070434071,0.123655915
2.229410441,0.097412243,0.070434071,0.123655915
2.230198020,0.097416416,0.070434071,0.123655915
2.230985599,0.097419947,0.070434071,0.123655915
2.231773177,0.097419947,0.070434071,0.123655915
2.232560756,0.097420767,0.070434071,0.123655915
2.233348335,0.097428441,0.070434071,0.123655915
2.234135914,0.097428441,0.070434071,0.123655915
2.234923492,0.097429261,0.070434071,0.123655915
2.235711071,0.097433336,0.070434071,0.123655915
2.236498650,0.097435020,0.070434071,0.123655915
2.237286229,0.097435020,0.070434071,0.123655915
2.238073807,0.097443528,0.070434071,0.123655915
2.238861386,0.097447746,0.070434071,0.123655915
2.239648965,0.097447746,0.070434071,0.123655915
2.240436544,0.097450301,0.070434071,0.123655915
2.241224122,0.097457074,0.070434071,0.123655915
2.242011701,0.097457074,0.070434071,0.123655915
2.242799280,0.097459532,0.070434071,0.123655915
2.243586859,0.097462036,0.070434071,0.123655915
2.244374437,0.097462907,0.070434071,0.123655915
2.245162016,0.097462907,0.070434071,0.123655915
2.245949595,0.097466387,0.070434071,0.123655915
2.246737174,0.097468004,0.070434071,0.123655915
2.247524752,0.097468004,0.070434071,0.123655915
2.248312331,0.097468808,0.070434071,0.123655915
2.249099910,0.097468808,0.070434071,0.123655915
2.249887489,0.097468808,0.070434071,0.123655915
2.250675068,0.097472213,0.070434071,0.123655915
2.251462646,0.097478807,0.070434071,0.124177635
2.252250225,0.097478807,0.070434071,0.124177635
2.253037804,0.097483933,0.070434071,0.124177635
2.253825383,0.097489767,0.070434071,0.124177635
2.254612961,0.097491451,0.070434071,0.124347828
2.255400540,0.097491451,0.070434071,0.124347828
2.256188119,0.097496398,0.070434071,0.124347828
2.256975698,0.097498797,0.070434071,0.124347828
2.257763276,0.097498797,0.070434071,0.124347828
2.258550855,0.097500421,0.070434071,0.124347828
2.259338434,0.097505592,0.070434071,0.124347828
2.260126013,0.097505592,0.070434071,0.124347828
2.260913591,0.097506471,0.070434071,0.124347828
2.261701170,0.097508319,0.070434071,0.124686189
2.262488749,0.097513415,0.070434071,0.124686189
2.263276328,0.097513415,0.070434071,0.124686189
2.264063906,0.097515091,0.070434071,0.124686189
2.264851485,0.097517565,0.070434071,0.124686189
2.265639064,0.097517565,0.070434071,0.124686189
2.266426643,0.097520187,0.070434071,0.124686189
2.267214221,0.097525425,0.070434071,0.124686189
2.268001800,0.097525425,0.070434071,0.124686189
2.268789379,0.097527161,0.070434071,0.124686189
2.269576958,0.097528003,0.070434071,0.124686189
2.270364536,0.097533993,0.070434071,0.124686189
2.271152115,0.097533993,0.070434071,0.124686189
2.271939694,0.097534850,0.070434071,0.124686189
2.272727273,0.097538270,0.070434071,0.124686189
2.273514851,0.097538270,0.070434071,0.124686189
2.274302430,0.097540721,0.070434071,0.124686189
2.275090009,0.097543284,0.070434071,0.124686189
2.275877588,0.097543284,0.070434071,0.124686189
2.276665167,0.097547606,0.070434071,0.124686189
2.277452745,0.097550169,0.070434071,0.124686189
2.278240324,0.097550981,0.070434071,0.124686189
2.279027903,0.097550981,0.070434071,0.124686189
2.279815482,0.097555116,0.070434071,0.124686189
2.280603060,0.097560562,0.070434071,0.124686189
2.281390639,0.097560562,0.070434071,0.124686189
2.282178218,0.097563110,0.070434071,0.124686189
2.282965797,0.097563110,0.070434071,0.124686189
2.283753375,0.097563110,0.070434071,0.124686189
2.284540954,0.097567387,0.070434071,0.124686189
2.285328533,0.097567387,0.070434071,0.124686189
2.286116112,0.097569086,0.070434071,0.124686189
2.286903690,0.097569086,0.070434071,0.124686189
2.287691269,0.097570710,0.070434071,0.124686189
2.288478848,0.097574957,0.070434071,0.124686189
2.289266427,0.097574957,0.070434071,0.124686189
2.290054005,0.097578935,0.070434071,0.124686189
2.290841584,0.097584061,0.070434071,0.124686189
2.291629163,0.097584061,0.070434071,0.124686189
2.292416742,0.097588301,0.070434071,0.124686189
2.293204320,0.097589977,0.070434071,0.124686189
2.293991899,0.097591661,0.070434071,0.124686189
2.294779478,0.097591661,0.070434071,0.124686189
2.295567057,0.097596623,0.070434071,0.124686189
2.296354635,0.097599231,0.070434071,0.124686189
2.297142214,0.097599231,0.070434071,0.124686189
2.297929793,0.097600125,0.070434071,0.124686189
2.298717372,0.097603366,0.070434071,0.124686189
2.299504950,0.097603366,0.070434071,0.124686189
2.300292529,0.097606093,0.070434071,0.124686189
2.301080108,0.097611554,0.070434071,0.124686189
2.301867687,0.097612374,0.070434071,0.124686189
2.302655266,0.097612374,0.070434071,0.124686189
2.303442844,0.097615525,0.070434071,0.124686189
