FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.325832583,0.091650896,0.067158066,0.115929201
0.326620162,0.091660321,0.067158066,0.115929201
0.327407741,0.091660321,0.067158066,0.115929201
0.328195320,0.091674685,0.067158066,0.115929201
0.328982898,0.091690108,0.067158066,0.115929201
0.329770477,0.091690108,0.067158066,0.115929201
0.330558056,0.091692761,0.067158066,0.115929201
0.331345635,0.091715693,0.067158066,0.115929201
0.332133213,0.091715693,0.067158066,0.115929201
0.332920792,0.091728389,0.067158066,0.115929201
0.333708371,0.091743439,0.067158066,0.115929201
0.334495950,0.091761127,0.067158066,0.115929201
0.335283528,0.091761127,0.067158066,0.115929201
0.336071107,0.091792196,0.067158066,0.115929201
0.336858686,0.091809258,0.067158066,0.115929201
0.337646265,0.091809258,0.067158066,0.115929201
0.338433843,0.091825917,0.067158066,0.115929201
0.339221422,0.091842882,0.067158066,0.115929201
0.340009001,0.091842882,0.067158066,0.115929201
0.340796580,0.091862760,0.067158066,0.115929201
0.341584158,0.091872819,0.067158066,0.115929201
0.342371737,0.091886252,0.067158066,0.115929201
0.343159316,0.091886252,0.067158066,0.115929201
0.343946895,0.091894560,0.067158066,0.115929201
0.344734473,0.091909654,0.067158066,0.115929201
0.345522052,0.091909654,0.067158066,0.115929201
0.346309631,0.091924712,0.067158066,0.115929201
0.347097210,0.091952652,0.067158066,0.115929201
0.347884788,0.091952652,0.067158066,0.115929201
0.348672367,0.091964446,0.067158066,0.115929201
0.349459946,0.091983601,0.067158066,0.115929201
0.350247525,0.092003569,0.067158066,0.115929201
0.351035104,0.092003569,0.067158066,0.115929201
0.351822682,0.092015319,0.067158066,0.115929201
0.352610261,0.092023760,0.067158066,0.115929201
0.353397840,0.092023760,0.067158066,0.115929201
0.354185419,0.092032105,0.067275748,0.115929201
0.354972997,0.092045672,0.067275748,0.115929201
0.355760576,0.092045672,0.067275748,0.115929201
0.356548155,0.092059202,0.067275748,0.115929201
0.357335734,0.092077650,0.067275748,0.116432697
0.358123312,0.092102803,0.067275748,0.116432697
0.358910891,0.092102803,0.067275748,0.116432697
0.359698470,0.092124946,0.067275748,0.116432697
0.360486049,0.092140608,0.067275748,0.116432697
0.361273627,0.092140608,0.067275748,0.116432697
0.362061206,0.092153415,0.067275748,0.116432697
0.362848785,0.092176832,0.067370132,0.116432697
0.363636364,0.092176832,0.067370132,0.116432697
0.364423942,0.092191145,0.067370132,0.116432697
0.365211521,0.092209108,0.067370132,0.116432697
0.365999100,0.092225373,0.067370132,0.116432697
0.366786679,0.092225373,0.067370132,0.116432697
0.367574257,0.092246763,0.067370132,0.116432697
0.368361836,0.092255920,0.067370132,0.116432697
0.369149415,0.092255920,0.067370132,0.116432697
0.369936994,0.092268907,0.067370132,0.116432697
0.370724572,0.092284746,0.067370132,0.116432697
0.371512151,0.092284746,0.067370132,0.116432697
0.372299730,0.092296414,0.067370132,0.116432697
0.373087309,0.092317611,0.067370132,0.116432697
0.373874887,0.092333615,0.067370132,0.116432697
0.374662466,0.092333615,0.067370132,0.116432697
0.375450045,0.092342101,0.067370132,0.116432697
0.376237624,0.092350490,0.067370132,0.116432697
0.377025203,0.092350490,0.067370132,0.116432697
0.377812781,0.092363767,0.067370132,0.116432697
0.378600360,0.092386760,0.067370132,0.116432697
0.379387939,0.092386760,0.067370132,0.116432697
0.380175518,0.092403226,0.067370132,0.116432697
0.380963096,0.092420727,0.067370132,0.116432697
0.381750675,0.092420727,0.067370132,0.116432697
0.382538254,0.092435651,0.067370132,0.116432697
0.383325833,0.092447400,0.067370132,0.116432697
0.384113411,0.092453398,0.067370132,0.116432697
0.384900990,0.092453398,0.067370132,0.116432697
0.385688569,0.092465989,0.067370132,0.116432697
0.386476148,0.092489548,0.067370132,0.116432697
0.387263726,0.092489548,0.067370132,0.116432697
0.388051305,0.092505291,0.067370132,0.116432697
0.388838884,0.092517309,0.067370132,0.116432697
0.389626463,0.092517309,0.067370132,0.116432697
0.390414041,0.092538573,0.067370132,0.117206983
0.391201620,0.092551969,0.067370132,0.117206983
0.391989199,0.092569493,0.067370132,0.117206983
0.392776778,0.092569493,0.067370132,0.117206983
0.393564356,0.092581220,0.067370132,0.117206983
0.394351935,0.092595935,0.067370132,0.117206983
0.395139514,0.092595935,0.067370132,0.117206983
0.395927093,0.092609346,0.067370132,0.117206983
0.396714671,0.092626967,0.067370132,0.117206983
0.397502250,0.092626967,0.067370132,0.117206983
0.398289829,0.092639588,0.067370132,0.117206983
0.399077408,0.092659809,0.067370132,0.117206983
0.399864986,0.092669837,0.067370132,0.117206983
0.400652565,0.092669837,0.067370132,0.117206983
0.401440144,0.092675850,0.067370132,0.117206983
0.402227723,0.092685595,0.067370132,0.117206983
0.403015302,0.092685595,0.067370132,0.117206983
0.403802880,0.092698365,0.067370132,0.117206983
0.404590459,0.092702456,0.067370132,0.117206983
0.405378038,0.092702456,0.067370132,0.117206983
0.406165617,0.092716247,0.067370132,0.117206983
0.406953195,0.092721343,0.067370132,0.117206983
0.407740774,0.092738964,0.067370132,0.117206983
0.408528353,0.092738964,0.067370132,0.117206983
0.409315932,0.092761122,0.067370132,0.117206983
0.410103510,0.092775568,0.067370132,0.117206983
0.410891089,0.092775568,0.067370132,0.117206983
0.411678668,0.092791580,0.067370132,0.117206983
0.412466247,0.092801623,0.067370132,0.117206983
0.413253825,0.092801623,0.067370132,0.117206983
0.414041404,0.092812531,0.067370132,0.117206983
0.414828983,0.092827708,0.067370132,0.117206983
0.415616562,0.092841431,0.067370132,0.117206983
0.416404140,0.092841431,0.067370132,0.117206983
0.417191719,0.092861630,0.067370132,0.117206983
0.417979298,0.092878602,0.067370132,0.117206983
0.418766877,0.092878602,0.067370132,0.117206983
0.419554455,0.092898317,0.067495562,0.117595047
0.420342034,0.092911765,0.067495562,0.117595047
0.421129613,0.092911765,0.067495562,0.117595047
0.421917192,0.092931092,0.067495562,0.117595047
0.422704770,0.092943072,0.067495562,0.117595047
0.423492349,0.092953943,0.067624681,0.117595047
0.424279928,0.092953943,0.067624681,0.117595047
0.425067507,0.092977725,0.067624681,0.117595047
0.425855086,0.093000017,0.067624681,0.117595047
0.426642664,0.093000017,0.067624681,0.117595047
0.427430243,0.093017094,0.067624681,0.118466899
0.428217822,0.093023926,0.067624681,0.118466899
0.429005401,0.093023926,0.067624681,0.118466899
0.429792979,0.093031570,0.067624681,0.118466899
0.430580558,0.093048163,0.067624681,0.118466899
0.431368137,0.093067020,0.067624681,0.118466899
0.432155716,0.093067020,0.067624681,0.118466899
0.432943294,0.093092911,0.067624681,0.118466899
0.433730873,0.093110614,0.067624681,0.118466899
0.434518452,0.093110614,0.067624681,0.118466899
0.435306031,0.093125984,0.067624681,0.118466899
0.436093609,0.093135253,0.067624681,0.118466899
0.436881188,0.093135253,0.067624681,0.118466899
0.437668767,0.093147226,0.067624681,0.118466899
0.438456346,0.093157336,0.067624681,0.118466899
0.439243924,0.093170941,0.067624681,0.118466899
0.440031503,0.093170941,0.067624681,0.118466899
0.440819082,0.093187414,0.067624681,0.118466899
0.441606661,0.093205176,0.067624681,0.118466899
0.442394239,0.093205176,0.067624681,0.118466899
0.443181818,0.093217663,0.067624681,0.118466899
0.443969397,0.093232907,0.067624681,0.118466899
0.444756976,0.093232907,0.067624681,0.118466899
0.445544554,0.093238004,0.067624681,0.118466899
0.446332133,0.093244806,0.067624681,0.118466899
0.447119712,0.093253858,0.067624681,0.118466899
0.447907291,0.093253858,0.067624681,0.118466899
0.448694869,0.093274005,0.067624681,0.118466899
0.449482448,0.093286239,0.067624681,0.118466899
0.450270027,0.093286239,0.067624681,0.118466899
0.451057606,0.093294516,0.067624681,0.118466899
0.451845185,0.093306459,0.067624681,0.118466899
0.452632763,0.093306459,0.067624681,0.118466899
0.453420342,0.093322307,0.067624681,0.118466899
0.454207921,0.093333498,0.067624681,0.118466899
0.454995500,0.093343541,0.067624681,0.118466899
0.455783078,0.093343541,0.067624681,0.118466899
0.456570657,0.093350999,0.067624681,0.118466899
0.457358236,0.093355179,0.067624681,0.118466899
0.458145815,0.093355179,0.067624681,0.118466899
0.458933393,0.093368106,0.067624681,0.118466899
0.459720972,0.093378142,0.067624681,0.118466899
0.460508551,0.093378142,0.067624681,0.118466899
0.461296130,0.093395866,0.067624681,0.118466899
0.462083708,0.093401745,0.067624681,0.118466899
0.462871287,0.093417160,0.067624681,0.118466899
0.463658866,0.093417160,0.067624681,0.118466899
0.464446445,0.093425587,0.067624681,0.118466899
0.465234023,0.093442470,0.067624681,0.118466899
0.466021602,0.093442470,0.067624681,0.118466899
0.466809181,0.093456574,0.067953020,0.118466899
0.467596760,0.093464226,0.067953020,0.118479222
0.468384338,0.093464226,0.067953020,0.118479222
0.469171917,0.093470238,0.067953020,0.118479222
0.469959496,0.093485780,0.067953020,0.118573800
0.470747075,0.093490832,0.067953020,0.118573800
0.471534653,0.093490832,0.067953020,0.118573800
0.472322232,0.093501315,0.067953020,0.118573800
0.473109811,0.093520969,0.067953020,0.118573800
0.473897390,0.093520969,0.067953020,0.118573800
0.474684968,0.093532644,0.067953020,0.118573800
0.475472547,0.093537599,0.067953020,0.118573800
0.476260126,0.093537599,0.067953020,0.118573800
0.477047705,0.093546003,0.067953020,0.118573800
0.477835284,0.093555249,0.067953020,0.118573800
0.478622862,0.093567125,0.067953020,0.118573800
0.479410441,0.093567125,0.067953020,0.118573800
0.480198020,0.093581192,0.067953020,0.118573800
0.480985599,0.093593612,0.067953020,0.118573800
0.481773177,0.093593612,0.067953020,0.118573800
0.482560756,0.093616016,0.067953020,0.118573800
0.483348335,0.093620285,0.067953020,0.118573800
0.484135914,0.093620285,0.067953020,0.118573800
0.484923492,0.093628846,0.067953020,0.118573800
0.485711071,0.093638018,0.067953020,0.118573800
0.486498650,0.093655884,0.067953020,0.118573800
0.487286229,0.093655884,0.067953020,0.118573800
0.488073807,0.093672805,0.067953020,0.118587047
0.488861386,0.093686372,0.067953020,0.118587047
0.489648965,0.093686372,0.067953020,0.118587047
0.490436544,0.093702376,0.067953020,0.118587047
0.491224122,0.093717001,0.067953020,0.118587047
0.492011701,0.093717001,0.067953020,0.118587047
0.492799280,0.093722984,0.067953020,0.118587047
0.493586859,0.093734801,0.067953020,0.118587047
0.494374437,0.093744844,0.067953020,0.118587047
0.495162016,0.093744844,0.067953020,0.118587047
0.495949595,0.093753412,0.067953020,0.118587047
0.496737174,0.093769424,0.067953020,0.118869491
0.497524752,0.093769424,0.067953020,0.118869491
0.498312331,0.093780346,0.067953020,0.118869491
0.499099910,0.093788013,0.067953020,0.118869491
0.499887489,0.093788013,0.067953020,0.118869491
0.500675068,0.093793795,0.067953020,0.118869491
0.501462646,0.093806334,0.067953020,0.118869491
0.502250225,0.093806334,0.067953020,0.118869491
0.503037804,0.093820907,0.067953020,0.118869491
0.503825383,0.093831949,0.067953020,0.118869491
0.504612961,0.093840457,0.067953020,0.118869491
0.505400540,0.093840457,0.067953020,0.118869491
0.506188119,0.093851238,0.067953020,0.118869491
0.506975698,0.093864061,0.067953020,0.118869491
0.507763276,0.093864061,0.067953020,0.118869491
0.508550855,0.093872532,0.067953020,0.118869491
0.509338434,0.093878478,0.067953020,0.118869491
0.510126013,0.093878478,0.067953020,0.118869491
0.510913591,0.093894623,0.067953020,0.118869491
0.511701170,0.093901500,0.067953020,0.118869491
0.512488749,0.093911611,0.067953020,0.118869491
0.513276328,0.093911611,0.067953020,0.118869491
0.514063906,0.093918249,0.067953020,0.118869491
0.514851485,0.093926392,0.067953020,0.118869491
0.515639064,0.093926392,0.067953020,0.118869491
0.516426643,0.093935512,0.067953020,0.119122259
0.517214221,0.093946315,0.067953020,0.119243421
0.518001800,0.093946315,0.067953020,0.119243421
0.518789379,0.093952984,0.067953020,0.119243421
0.519576958,0.093978114,0.067953020,0.119243421
0.520364536,0.093986511,0.067953020,0.119243421
0.521152115,0.093986511,0.067953020,0.119243421
0.521939694,0.093994163,0.067953020,0.119402982
0.522727273,0.094003662,0.067953020,0.119402982
0.523514851,0.094003662,0.067953020,0.119402982
0.524302430,0.094012253,0.067953020,0.119402982
0.525090009,0.094025828,0.067953020,0.119402982
0.525877588,0.094025828,0.067953020,0.119402982
0.526665167,0.094033450,0.067953020,0.119402982
0.527452745,0.094046034,0.067953020,0.119402982
0.528240324,0.094056107,0.067953020,0.119584054
0.529027903,0.094056107,0.067953020,0.119584054
0.529815482,0.094056949,0.067953020,0.119584054
0.530603060,0.094065398,0.067953020,0.119584054
0.531390639,0.094065398,0.067953020,0.119584054
0.532178218,0.094077460,0.067953020,0.119584054
0.532965797,0.094084382,0.067953020,0.119584054
0.533753375,0.094084382,0.067953020,0.119584054
0.534540954,0.094093718,0.067953020,0.119584054
0.535328533,0.094101392,0.067953020,0.119584054
0.536116112,0.094107255,0.067953020,0.119584054
0.536903690,0.094107255,0.067953020,0.119584054
0.537691269,0.094113909,0.067953020,0.119584054
0.538478848,0.094120666,0.067953020,0.119584054
0.539266427,0.094120666,0.067953020,0.119584054
0.540054005,0.094134882,0.067953020,0.119584054
0.540841584,0.094142474,0.067953020,0.119584054
0.541629163,0.094142474,0.067953020,0.119584054
0.542416742,0.094145842,0.068141595,0.119584054
0.543204320,0.094149947,0.068141595,0.119584054
0.543991899,0.094154969,0.068141595,0.119584054
0.544779478,0.094154969,0.068141595,0.119584054
0.545567057,0.094163358,0.068141595,0.119584054
0.546354635,0.094176717,0.068141595,0.119584054
0.547142214,0.094176717,0.068141595,0.119584054
0.547929793,0.094181791,0.068141595,0.119700745
0.548717372,0.094187833,0.068141595,0.119700745
0.549504950,0.094187833,0.068141595,0.119700745
0.550292529,0.094199538,0.068141595,0.119700745
0.551080108,0.094206944,0.068141595,0.119700745
0.551867687,0.094212770,0.068141595,0.119700745
0.552655266,0.094212770,0.068141595,0.119700745
0.553442844,0.094222933,0.068141595,0.119700745
0.554230423,0.094228931,0.068141595,0.119700745
0.555018002,0.094228931,0.068141595,0.119700745
0.555805581,0.094236344,0.068141595,0.119700745
0.556593159,0.094239809,0.068141595,0.119700745
0.557380738,0.094239809,0.068141595,0.119700745
0.558168317,0.094243161,0.068141595,0.119700745
0.558955896,0.094253339,0.068141595,0.119700745
0.559743474,0.094264440,0.068141595,0.119700745
0.560531053,0.094264440,0.068141595,0.119700745
0.561318632,0.094272055,0.068141595,0.120247565
0.562106211,0.094279081,0.068141595,0.120247565
0.562893789,0.094279081,0.068141595,0.120247565
0.563681368,0.094289646,0.068141595,0.120247565
0.564468947,0.094293915,0.068141595,0.120247565
0.565256526,0.094293915,0.068141595,0.120247565
0.566044104,0.094297260,0.068141595,0.120247565
0.566831683,0.094304875,0.068141595,0.120247565
0.567619262,0.094311371,0.068141595,0.120247565
0.568406841,0.094311371,0.068141595,0.120247565
0.569194419,0.094312184,0.068141595,0.120247565
0.569981998,0.094316274,0.068141595,0.120247565
0.570769577,0.094316274,0.068141595,0.120247565
0.571557156,0.094318017,0.068141595,0.120247565
0.572344734,0.094323695,0.068141595,0.120247565
0.573132313,0.094323695,0.068141595,0.120247565
0.573919892,0.094329648,0.068141595,0.120247565
0.574707471,0.094341181,0.068141595,0.120247565
0.575495050,0.094354749,0.068141595,0.120269135
0.576282628,0.094354749,0.068141595,0.120269135
0.577070207,0.094362438,0.068141595,0.120269135
0.577857786,0.094363280,0.068141595,0.120269135
0.578645365,0.094363280,0.068141595,0.120269135
0.579432943,0.094376020,0.068141595,0.120269135
